GRD -Código,GRD -Descripción
114143,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/MCC"
34153,"PH OTROS DIAGNÓSTICOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/MCC"
84163,MH TRASTORNOS EN EL TEJIDO CONJUNTIVO w/MCC
84162,MH TRASTORNOS EN EL TEJIDO CONJUNTIVO w/CC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
14221,MH CONVULSIONES
64182,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/CC
54191,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA
64121,MH ENFERMEDADES ESOFÁGICAS
81501,PH PROCEDIMIENTOS EN TEJIDOS BLANDOS
184133,MH INFECCIÓN NO BACTERIANAS w/MCC
44212,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO w/CC"
81023,PH AMPUTACIÓN w/MCC
54122,MH INSUFICIENCIA CARDÍACA w/CC
31151,PH PROCEDIMIENTOS DE AMÍGDALAS Y ADENOIDES
51153,PH CATETERISMO CARDÍACO w/MCC
64172,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL w/CC
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
14242,MH TRAUMA CRANEAL w/CC
34131,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS"
54163,MH ARTERIOESCLEROSIS w/MCC
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
44181,MH ASMA Y BRONQUITIS
184131,MH INFECCIÓN NO BACTERIANAS
54201,MH ANGINA DE PECHO Y DOLOR TORÁCICO
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
64183,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/MCC
54242,PH OTROS DIAGNÓSTICOS DEL APARATO CIRCULATORIO w/CC
34152,"PH OTROS DIAGNÓSTICOS DE OÍDOS, NARIZ, BOCA Y GARGANTA w/CC"
54123,MH INSUFICIENCIA CARDÍACA w/MCC
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
84171,MH PROBLEMAS MÉDICOS DE LA ESPALDA
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
61122,PH PROCEDIMIENTOS DE HERNIA EXCLUYENDO HERNIA INGUINAL Y FEMORAL w/CC
91301,PH INJERTO DE PIEL SIN QUEMADURAS
54121,MH INSUFICIENCIA CARDÍACA
134121,MH TRASTORNOS MENSTRUALES Y OTROS DEL APARATO REPRODUCTOR FEMENINO
81202,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES w/CC
174103,MH LEUCEMIA AGUDA w/MCC
34132,"MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES DEL TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS w/CC"
74133,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA w/MCC"
61131,PH PROCEDIMIENTOS DEL APÉNDICE
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
44211,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO"
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
54183,MH TRASTORNOS CARDÍACOS Y VALVULARES CONGÉNITOS w/MCC
34111,MH PÉRDIDA DEL EQUILIBRIO
91301,PH INJERTO DE PIEL SIN QUEMADURAS
54151,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
61131,PH PROCEDIMIENTOS DEL APÉNDICE
14243,MH TRAUMA CRANEAL w/MCC
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
81501,PH PROCEDIMIENTOS EN TEJIDOS BLANDOS
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
71122,PH COLECISTECTOMÍA EXCLUYENDO LAPAROSCÓPICA w/CC
64171,MH OTRAS GASTROENTERITIS Y DOLOR ABDOMINAL
61122,PH PROCEDIMIENTOS DE HERNIA EXCLUYENDO HERNIA INGUINAL Y FEMORAL w/CC
81041,PH PROCEDIMIENTOS MAYORES DE RECOLOCACIÓN DE LOS MIEMBROS Y ARTICULACIONES DE LAS EXTREMIDADES INFERIORES
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
64151,MH OBSTRUCCIÓN GASTROINTESTINAL
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
91302,PH INJERTO DE PIEL SIN QUEMADURAS w/CC
114103,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/MCC
51203,PH OTROS PROCEDIMIENTOS DEL APARATO CIRCULATORIO w/MCC
14172,MH TRASTORNOS CRANEALES Y DEL SISTEMA NERVIOSO PERIFÉRICO w/CC
114132,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/CC
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
44181,MH ASMA Y BRONQUITIS
31201,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
31201,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
94101,MH TRASTORNOS MAYORES DE LA PIEL
54233,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/MCC"
44171,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA
54232,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/CC"
94142,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/CC
114132,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/CC
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
51163,PH REVISIÓN DE DISPOSITIVO DE DESFIBRILACIÓN Y MARCAPASOS CARDÍACO EXCLUYENDO REEMPLAZO DEL DISPOSITIVO w/MCC
174133,MH QUIMIOTERAPIA w/MCC
134123,MH TRASTORNOS MENSTRUALES Y OTROS DEL APARATO REPRODUCTOR FEMENINO w/MCC
81201,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES
64111,MH GASTRITIS Y ÚLCERA PÉPTICA
14232,MH MIGRAÑA Y OTRAS CEFALEAS w/CC
14103,MH LESIONES Y TRASTORNOS DE LA COLUMNA VERTEBRAL w/MCC
64132,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON w/CC"
114162,MH OTROS DIAGNÓSTICOS DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
164112,MH TRASTORNOS DE LA COAGULACIÓN w/CC
71132,PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y PANCREÁTICOS w/CC
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
184153,MH INFECCIÓN POR VIRUS DE INMUNODEFICIENCIA HUMANA w/MCC
54193,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/MCC
111301,PH PROCEDIMIENTOS EN LA VEJIGA Y EN EL TRACTO URINARIO INFERIOR
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
54193,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/MCC
41201,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO
134102,MH MALIGNIDAD DEL APARATO REPRODUCTOR FEMENINO w/CC
184131,MH INFECCIÓN NO BACTERIANAS
54123,MH INSUFICIENCIA CARDÍACA w/MCC
91301,PH INJERTO DE PIEL SIN QUEMADURAS
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
134121,MH TRASTORNOS MENSTRUALES Y OTROS DEL APARATO REPRODUCTOR FEMENINO
74141,MH OTROS TRASTORNOS DEL TRACTO BILIAR
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
104101,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
44143,MH MALIGNIDIAD RESPIRATORIA w/MCC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
54153,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/MCC
31122,PH PROCEDIMIENTOS DE LOS SENOS PARANASALES Y PAÓFISIS MASTOIDES w/CC
174133,MH QUIMIOTERAPIA w/MCC
74143,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/MCC
74103,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/MCC
14143,MH ACCIDENTE VASCULAR CEREBRAL CON INFARTO w/MCC
14221,MH CONVULSIONES
71143,PH COLECISTECTOMÍA LAPAROSCÓPICA w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
34112,MH PÉRDIDA DEL EQUILIBRIO w/CC
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
91303,PH INJERTO DE PIEL SIN QUEMADURAS w/MCC
44171,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA
54123,MH INSUFICIENCIA CARDÍACA w/MCC
14221,MH CONVULSIONES
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
114112,MH NEFRITIS w/CC
71101,PH PROCEDIMIENTOS DEL PÁNCREAS E HÍGADO
64183,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO w/MCC
174111,MH LINFOMA O LEUCEMIA NO AGUDA
94143,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/MCC
104103,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/MCC
51173,PH LIGADURA DE VENAS Y FLEBECTOMÍA w/MCC
64112,MH GASTRITIS Y ÚLCERA PÉPTICA w/CC
44151,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO
74133,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA w/MCC"
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
214123,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS w/MCC
164131,MH TRASTORNOS DE LOS GLÓBULOS ROJOS EXCLUYENDO CRISIS POR ANEMIA DREPANOCÍTICA
91301,PH INJERTO DE PIEL SIN QUEMADURAS
54122,MH INSUFICIENCIA CARDÍACA w/CC
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
104101,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS
84141,MH OSTEOMIELITIS
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
164141,MH OTROS TRASTORNOS DE LA SANGRE Y ÓRGANOS FORMADORES DE SANGRE
104101,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS
54231,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES"
214121,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS
174103,MH LEUCEMIA AGUDA w/MCC
114111,MH NEFRITIS
184133,MH INFECCIÓN NO BACTERIANAS w/MCC
84161,MH TRASTORNOS EN EL TEJIDO CONJUNTIVO
14241,MH TRAUMA CRANEAL
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
34151,"PH OTROS DIAGNÓSTICOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
114131,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO
91302,PH INJERTO DE PIEL SIN QUEMADURAS w/CC
34151,"PH OTROS DIAGNÓSTICOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
91401,"PH OTROS PROCEDIMIENTOS DE PIEL, TEJIDO SUBCUTÁNEO Y MAMAS"
41023,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO SIN TRAQUEOSTOMÍA w/MCC
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
81602,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO w/CC
51053,PH BYPASS CORONARIO CON CATETERISMO CARDÍACO w/MCC
121133,PH PROCEDIMIENTOS NO COMPLEJOS EN PRÓSTATA Y CONTENIDO ESCROTAL w/MCC
74123,MH TRASTORNOS DEL PÁNCREAS EXCLUYENDO MALIGNIDAD w/MCC
91303,PH INJERTO DE PIEL SIN QUEMADURAS w/MCC
81072,PH PROCEDIMIENTOS DE FUSIÓN ESPINAL EXCLUYENDO LOS DE CORRECCIÓN DE CURVATURA DE LA ESPALDA w/CC
114143,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/MCC"
41302,PH PROCEDIMIENTOS MODERADAMENTECOMPLEJOS DEL APARATO RESPIRATORIO w/CC
81801,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES
14113,MH TRASTORNOS DEGENERATIVOS Y MALIGNIDAD EN EL SISTEMA NERVIOSO w/MCC
41023,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO SIN TRAQUEOSTOMÍA w/MCC
81302,PH PROCEDIMIENTOS EN EL PIE w/CC
124112,MH DIAGNÓSTICOS DEL APARATO REPRODUCTOR MASCULINO EXCLUYENDO MALIGNIDAD w/CC
114151,MH SÍNTOMAS Y SIGNOS DEL TRACTO URINARIO Y LOS RIÑONES
184111,MH INFECCIONES POST OPERATORIAS Y POSTRAUMÁTICAS
51043,PH PROCEDIMIENTOS EN VÁLVULAS CARDÍACAS SIN CATETERISMO CARDÍACO w/MCC
121132,PH PROCEDIMIENTOS NO COMPLEJOS EN PRÓSTATA Y CONTENIDO ESCROTAL w/CC
31201,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
114132,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/CC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
41202,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/CC
84172,MH PROBLEMAS MÉDICOS DE LA ESPALDA w/CC
81703,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE w/MCC
64162,MH INFECCIONES GASTROINTESTINALES MAYORES w/CC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
81071,PH PROCEDIMIENTOS DE FUSIÓN ESPINAL EXCLUYENDO LOS DE CORRECCIÓN DE CURVATURA DE LA ESPALDA
84141,MH OSTEOMIELITIS
54193,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/MCC
74112,MH MALIGNIDAD EN EL SISTEMA HEPATOBILIAR Y PÁNCREAS w/CC
74103,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/MCC
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
41101,PH PROCEDIMIENTOS COMPLEJOS DEL APARATO RESPIRATORIO
41023,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO SIN TRAQUEOSTOMÍA w/MCC
214122,MH ENVENENMAIENTO Y EFECTOS TÓXICOS POR DROGAS w/CC
51153,PH CATETERISMO CARDÍACO w/MCC
14262,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/CC
74132,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA w/CC"
14222,MH CONVULSIONES w/CC
94121,MH CELULITIS
44172,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/CC
14233,MH MIGRAÑA Y OTRAS CEFALEAS w/MCC
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
54233,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/MCC"
114103,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/MCC
44213,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO w/MCC"
51203,PH OTROS PROCEDIMIENTOS DEL APARATO CIRCULATORIO w/MCC
54132,MH TROMBOFLEBITIS VENOSA PROFUNDA w/CC
84172,MH PROBLEMAS MÉDICOS DE LA ESPALDA w/CC
94143,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/MCC
71101,PH PROCEDIMIENTOS DEL PÁNCREAS E HÍGADO
74143,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
94143,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/MCC
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
121152,PH CIRCUNCISIÓN w/CC
14232,MH MIGRAÑA Y OTRAS CEFALEAS w/CC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
184113,MH INFECCIONES POST OPERATORIAS Y POSTRAUMÁTICAS w/MCC
44213,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO w/MCC"
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
54121,MH INSUFICIENCIA CARDÍACA
121142,PH PROSTATECTOMÍA TRANSURETRAL w/CC
61132,PH PROCEDIMIENTOS DEL APÉNDICE w/CC
54202,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/CC
114101,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL
14242,MH TRAUMA CRANEAL w/CC
81803,PH PROCEDIMIENTOS EN LAS EXTREMIDADES SUPERIORES w/MCC
164133,MH TRASTORNOS DE LOS GLÓBULOS ROJOS EXCLUYENDO CRISIS POR ANEMIA DREPANOCÍTICA w/MCC
184113,MH INFECCIONES POST OPERATORIAS Y POSTRAUMÁTICAS w/MCC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
64181,MH OTROS DIAGNÓSTICOS DEL SISTEMA DIGESTIVO
44162,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/CC
54232,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/CC"
44171,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA
114162,MH OTROS DIAGNÓSTICOS DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
44181,MH ASMA Y BRONQUITIS
94143,MH OTROS TRASTORNOS DE LA PIEL Y DE MAMAS w/MCC
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
104102,MH DIABETES Y TRASTORNOS METABÓLICOS Y NUTRICIONALES MISCELÁNEOS w/CC
214133,MH COMPLICACIONES DEL TRATAMIENTO w/MCC
91301,PH INJERTO DE PIEL SIN QUEMADURAS
14262,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/CC
54193,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/MCC
54183,MH TRASTORNOS CARDÍACOS Y VALVULARES CONGÉNITOS w/MCC
54132,MH TROMBOFLEBITIS VENOSA PROFUNDA w/CC
84111,MH FRACTURA DE LA PELVIS O LUXACIÓN DE CADERA
14231,MH MIGRAÑA Y OTRAS CEFALEAS
114142,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/CC"
64131,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON"
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
34112,MH PÉRDIDA DEL EQUILIBRIO w/CC
114121,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO
54203,MH ANGINA DE PECHO Y DOLOR TORÁCICO w/MCC
61131,PH PROCEDIMIENTOS DEL APÉNDICE
81601,PH OTROS PROCEDIMIENTOS EN EL APARATO MUSCULO-ESQUELÉTICO Y DE TEJIDO CONJUNTIVO
31201,"PH OTROS PROCEDIMIENTOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
114132,MH CÁLCULOS (LITIASIS) EN EL TRACTO URINARIO w/CC
54151,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES
34151,"PH OTROS DIAGNÓSTICOS DE OÍDOS, NARIZ, BOCA Y GARGANTA"
114111,MH NEFRITIS
14241,MH TRAUMA CRANEAL
74143,MH OTROS TRASTORNOS DEL TRACTO BILIAR w/MCC
91302,PH INJERTO DE PIEL SIN QUEMADURAS w/CC
41023,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO SIN TRAQUEOSTOMÍA w/MCC
61142,PH PROCEDIMIENTOS DE HERNIA INGUINAL Y FEMORAL w/CC
81502,PH PROCEDIMIENTOS EN TEJIDOS BLANDOS w/CC
164113,MH TRASTORNOS DE LA COAGULACIÓN w/MCC
81023,PH AMPUTACIÓN w/MCC
81201,PH PROCEDIMIENTOS EN EL FÉMUR Y CADERAS EXCLUYENDO ARTICULACIONES MAYORES
74133,"MH TRASTORNOS DEL HÍGADO EXCLUYENDO MALIGNIDAD, CIRROSIS O HEPATITIS ALCOHÓLICA w/MCC"
54193,MH ARRITMIAS CARDÍACAS Y TRASTORNOS DE CONDUCCIÓN CARDÍACA w/MCC
41203,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO w/MCC
54152,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/CC
41023,PH VENTILACIÓN MECÁNICA DE LARGO PLAZO SIN TRAQUEOSTOMÍA w/MCC
41201,PH PROCEDIMIENTOS NO COMPLEJOS DEL APARATO RESPIRATORIO
184153,MH INFECCIÓN POR VIRUS DE INMUNODEFICIENCIA HUMANA w/MCC
54153,MH TRASTORNOS PERÍFERICOS Y OTROS TRASTORNOS VASCULARES w/MCC
161203,PH OTROS PROCEDIMIENTOS DE LA SANGRE Y ÓRGANOS FORMADORES DE SANGRE w/MCC
214133,MH COMPLICACIONES DEL TRATAMIENTO w/MCC
44152,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO w/CC
74103,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/MCC
14213,MH ESTUPOR Y COMA NO TRAUMÁTICOS w/MCC
174133,MH QUIMIOTERAPIA w/MCC
114142,"MH FALLA, REACCIÓN O COMPLICACIÓN DE DISPOSITIVO EN EL TRACTO URINARIO, INJERTO O TRASPLANTE w/CC"
71013,PH TRASPLANTE DE HÍGADO w/MCC
44163,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS) w/MCC
44153,MH INFECCIONES E INFLMAACIONES DEL TRACTO RESPIRATORIO w/MCC
54233,"HM FALLAS, REACCIONES Y COMPLICACIONES DE DISPOSITIVOS O DE PROCEDIMIENTOS CARDIOVASCULARES w/MCC"
81703,PH PROCEDIMIENTOS EN LA RODILLA Y PIERNA INFERIOR EXCLUYENDO EL PIE w/MCC
104131,MH OTROS TRASTORNOS ENDÓCRINOS
44182,MH ASMA Y BRONQUITIS w/CC
74103,MH CIRROSIS Y HEPATITIS ALCOHÓLICA w/MCC
14222,MH CONVULSIONES w/CC
184152,MH INFECCIÓN POR VIRUS DE INMUNODEFICIENCIA HUMANA w/CC
44213,"MH SÍNTOMAS, SIGNOS Y OTROS DIAGNÓSTICOS DEL APARATO RESPIRATORIO w/MCC"
174133,MH QUIMIOTERAPIA w/MCC
174133,MH QUIMIOTERAPIA w/MCC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
54113,MH ENDOCARDITIS AGUDA Y SUBAGUDA w/MCC
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
114123,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/MCC
14113,MH TRASTORNOS DEGENERATIVOS Y MALIGNIDAD EN EL SISTEMA NERVIOSO w/MCC
14172,MH TRASTORNOS CRANEALES Y DEL SISTEMA NERVIOSO PERIFÉRICO w/CC
44173,MH ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA w/MCC
54123,MH INSUFICIENCIA CARDÍACA w/MCC
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
61203,PH PROCEDIMIENTOS COMPLEJOS INTESTINALES w/MCC
64133,"MH DIVERTICULITIS, DIVERTICULOSIS Y ENFERMEDAD INFLAMATORIA DEL COLON w/MCC"
44161,MH NEUMONÍA SIMPLE Y TOSFERINA (PERTUSIS)
114122,MH INFECCIONES DE LOS RIÑONES Y EL TRACTO URINARIO w/CC
114103,MH MALIGNIDAD EN EL TRACTO URINARIO Y LOS RIÑONES CON FALLA RENAL w/MCC
44143,MH MALIGNIDIAD RESPIRATORIA w/MCC
51201,PH OTROS PROCEDIMIENTOS DEL APARATO CIRCULATORIO
14263,MH OTROS TRASTORNOS DEL SISTEMA NERVIOSO w/MCC
54183,MH TRASTORNOS CARDÍACOS Y VALVULARES CONGÉNITOS w/MCC
